"","Z.BR1","Z.BR2","Z.BR3","Z.CN1","Z.CN2","Z.CN3","Z.DC1","Z.DC2","Z.DC3","Z.DN1","Z.DU1","Z.DU2","Z.DU3","Z.EL1","Z.EL2","Z.EL3","Z.HB1","Z.HB2","Z.HB3","Z.HN1","Z.HN2","Z.HN3","Z.KN1","Z.KN2","Z.KN3","Z.MB1","Z.MB2","Z.MB3","Z.MN1","Z.MN2","Z.MN3","Z.NK1","Z.NK2","Z.NK3","Z.PA1","Z.PA2","Z.PA3","Z.PE.B","Z.PE1","Z.PE2","Z.PE3","Z.RB1","Z.RB2","Z.RB3","Z.RN1","Z.RN2","Z.RN3","Z.SB1","Z.SB2","Z.SB3","Z.SM1","Z.SM2","Z.SM3","Z.SN1","Z.SN2","Z.SN3","Z.SY1","Z.SY2","Z.SY3","Z.TB1","Z.TB2","Z.TB3"
"Zotu1117",0,0,0,0,0,0,0,0,0,0,0,0,0,316,198,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu1118",94,78,110,12,15,20,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,0,0,0,136,88,88,0,0,0,0,0,0,0,4,3,0,14,15,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu112",6857,8172,9964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1226,1556,1214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu1122",7,5,9,0,0,0,0,0,0,0,83,58,55,51,27,23,3,3,3,0,0,0,0,0,3,0,0,0,0,3,5,0,0,0,18,15,14,3,28,45,42,108,119,109,14,19,24,0,0,0,125,93,109,13,12,18,56,105,95,0,0,0
"Zotu1123",0,0,0,6,26,0,0,0,0,0,0,3,0,0,5,0,3,0,0,0,0,0,21,19,21,0,0,0,51,87,80,4,13,8,0,0,3,3,0,0,3,52,58,33,6,9,9,46,30,41,18,11,17,9,10,4,3,0,0,0,0,0
"Zotu1125",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,55,34,219,234,185,0,0,0,0,0,0
"Zotu1126",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,39,44,76,106,135,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,6,14,12,0,0,0,0,0,0,14,24,6,3,0,0,21,20,26,0,0,0
"Zotu1127",0,0,0,0,0,0,211,197,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,363,453,405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu1128",0,0,0,179,250,177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu113",0,0,0,7,12,14,789,828,559,22404,54,55,34,1542,1109,949,55,49,61,10,9,16,48,71,52,97,67,58,81,136,163,8,16,10,0,0,4,3,12,12,15,123,117,114,9,12,6,30,40,25,73,96,105,14,10,11,19,26,21,26,59,23
"Zotu1132",0,0,4,16,10,23,0,0,0,0,157,187,114,0,0,0,0,0,0,0,0,0,0,0,0,60,49,53,3,6,3,14,16,11,0,0,0,101,0,0,0,30,19,19,7,6,4,0,0,0,4,0,0,7,5,7,0,0,0,0,0,0
"Zotu1134",0,0,0,8,0,8,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,3,21,4,6,8,0,0,0,3,11,13,23,0,0,0,0,0,0,8,8,24,117,128,98,60,53,36,0,0,0,0,0,0
"Zotu1135",0,0,0,309,446,352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,19,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,13,0,0,0,0,0,0
"Zotu1136",0,0,0,36,46,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,9,21,0,0,0,0,0,0,160,125,137,19,24,32,0,0,0,0,0,0,0,0,0
"Zotu114",4,0,0,46,48,42,0,0,0,0,32,43,19,7,10,9,159,127,137,43,40,52,0,0,0,14,23,12,41,52,75,3,6,0,14,6,24,4,0,3,6,0,0,4,0,0,0,257,256,245,293,287,278,35,70,41,39,47,57,5100,13440,5113
"Zotu1140",0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,3,0,0,0,0,0,0,0,0,0,245,170,198,13,44,39,5,0,7,0,0,0,0,3,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu1141",87,73,103,6,9,16,0,0,0,0,0,0,0,16,5,0,16,13,8,0,0,0,0,0,0,0,0,0,0,0,0,10,18,15,23,36,25,0,0,0,0,0,0,0,146,164,168,0,0,0,5,0,5,0,0,0,0,0,0,153,441,122
"Zotu1142",0,0,0,47,41,41,0,0,0,0,0,0,0,0,0,0,38,26,66,28,37,32,0,0,9,38,32,32,14,13,11,0,0,0,0,0,0,0,25,23,22,13,24,24,0,0,7,21,17,9,66,52,72,44,42,41,8,8,0,0,10,0
"Zotu1144",0,0,0,90,94,87,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,13,11,11,47,35,27,55,61,53,0,11,14,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu1145",5,4,14,236,291,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,14,11,33,49,47,0,0,0,4,5,0,0,26,17,19,0,0,0,3,0,0,0,3,0,44,50,73,0,0,3,0,0,0,7,22,0
"Zotu1149",0,0,0,4,18,20,0,0,0,0,3,0,0,0,0,0,59,48,41,14,13,15,3,0,3,54,48,47,9,15,10,6,13,10,0,0,0,0,0,0,5,0,0,0,0,0,0,8,4,4,0,0,0,0,0,0,0,0,0,34,166,32
"Zotu115",0,0,0,0,0,0,0,0,0,0,0,0,0,11,5,4,73,43,48,20,26,39,0,0,0,8,3,8,0,0,0,0,0,0,0,0,0,0,9,19,16,0,0,0,0,0,0,163,127,152,25,29,16,11,8,4,18,25,13,5589,15406,5726
"Zotu1153",0,0,0,270,341,259,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,9,0,0,0,0,0,0,4,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,24,20,0,0,0,0,0,0
"Zotu1156",0,0,3,0,0,0,0,0,0,3,0,0,0,47,36,53,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,0,0,0,32,70,59,0,0,0,0,0,0,0,115,145,100,0,0,0,0,0,0,0,0,0,4,11,5,0,0,0
"Zotu1157",0,0,0,0,0,0,251,248,194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu116",3,3,0,0,0,0,0,0,0,0,9513,9534,7524,61,41,34,137,58,115,67,49,55,31,44,32,11,17,15,58,50,44,0,3,0,0,0,0,34,60,37,44,81,99,99,169,152,109,24,25,30,40,39,49,5,4,5,18,11,9,246,382,428
"Zotu1162",0,0,0,65,41,39,0,0,0,0,0,0,0,0,0,0,22,29,17,11,10,20,13,9,12,8,0,4,63,92,100,9,26,18,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu1165",0,0,0,167,273,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu1166",31,32,32,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,16,21,10,0,0,0,0,0,0,0,0,0,168,114,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu1167",0,5,0,0,0,0,0,0,0,0,32,36,20,104,73,69,7,0,0,0,4,0,0,0,0,3,0,3,10,3,6,0,5,0,0,10,12,0,13,11,30,7,10,6,56,53,63,8,8,7,6,6,8,3,3,4,3,0,0,0,6,4
"Zotu1168",144,197,206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,16,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu1169",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,274,221,191,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu117",17,31,28,297,409,296,0,0,0,0,24,26,16,20,26,16,74,46,65,74,103,112,298,346,348,272,239,259,4475,5534,6461,667,918,710,0,0,26,7,0,4,0,790,830,790,33,38,31,9,9,8,23,15,24,3,0,3,0,0,0,0,0,0
"Zotu1172",0,0,0,0,0,0,0,0,0,0,13,18,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,9,4,239,241,207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu1173",0,0,0,40,33,24,0,0,0,0,18,14,7,3,0,4,17,10,7,0,0,6,18,23,24,6,9,8,10,6,20,10,18,12,0,0,0,22,30,5,15,9,9,5,0,4,4,34,34,29,27,16,29,20,19,13,4,8,13,0,0,3
"Zotu1175",0,0,0,67,80,57,0,0,0,0,0,0,0,0,0,0,0,4,4,17,15,17,0,0,0,0,0,0,17,14,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,170,159,144,0,0,0,0,0,0
"Zotu1177",0,0,5,0,0,0,0,0,0,0,20,20,19,250,166,172,3,0,0,0,0,0,0,5,4,3,0,4,0,0,0,269,393,294,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,8,0
"Zotu1178",0,0,0,6,13,0,0,0,0,0,0,0,0,0,0,0,20,27,11,9,3,9,0,3,0,180,134,154,88,137,137,6,6,0,0,0,0,0,0,0,0,11,9,8,0,0,0,56,48,45,12,10,16,0,4,0,0,3,5,5,35,11
"Zotu1180",0,0,5,30,24,45,0,0,0,0,0,3,0,0,0,0,0,5,5,0,8,3,20,15,22,10,7,6,0,0,0,7,3,10,15,10,9,12,46,33,31,0,3,0,0,0,0,44,45,39,31,11,11,4,11,7,8,3,5,0,0,0
"Zotu1181",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,199,249,281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu1182",0,0,0,7,4,15,0,0,0,0,0,0,0,0,0,0,112,62,91,32,44,53,0,4,0,3,6,4,43,56,73,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,38,38,36,17,28,26,0,0,0,0,6,6,0,0,3
"Zotu1183",0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,11,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,3,0,189,185,246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu1186",0,0,0,123,195,139,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,11,14,11,0,0,0,9,7,15,5,3,3,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu1187",6,4,0,0,0,0,0,0,0,0,40,36,31,0,0,0,6,0,5,0,0,3,0,0,0,28,22,24,17,26,29,13,10,8,0,0,0,0,0,0,0,37,22,34,72,62,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu1188",0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,12,7,10,0,0,5,0,5,3,53,53,41,71,127,128,14,21,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu1189",0,0,0,427,519,545,0,0,0,0,0,0,3,110,78,60,0,0,0,8,4,10,0,0,0,0,0,0,141,202,221,0,5,4,0,4,0,4,5,5,10,0,0,0,0,0,0,0,0,0,23,27,16,18,29,20,0,0,0,0,0,0
"Zotu119",6,9,13,0,0,0,0,0,0,0,0,0,0,1173,831,850,53,35,47,0,4,5,5,6,5,0,0,0,0,0,0,41,36,34,348,389,378,0,145,117,140,0,0,0,10,11,8,6620,5956,5951,83,96,86,18,21,19,308,391,444,0,6,0
"Zotu1191",5,6,11,182,197,127,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,10,5,8,20,12,8,187,280,287,15,6,6,3,0,0,0,0,0,0,3,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu1192",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu1193",0,0,0,39,23,34,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,7,5,92,151,167,3,13,7,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,12,13,8,0,0,0,0,0,0,8,22,6
"Zotu1194",0,0,0,0,0,0,0,0,0,0,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,266,298,285,27,33,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu1197",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,47,67,0,0,0,0,0,0,0,0,0,75,262,93
"Zotu1199",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,5,12,99,73,94,75,83,74,3,34,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu12",0,0,0,0,0,0,97529,109141,79788,439,0,0,0,590,410,393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu120",12,16,26,78,102,79,0,0,0,66,0,11,7,27,31,30,44,22,30,36,42,50,63,94,68,93,77,66,136,187,174,38,38,30,0,6,0,57,4,12,12,26,41,37,29,33,27,9,16,28,39,53,50,19,14,13,54,57,60,16,57,18
"Zotu1200",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,17,13,0,5,0,0,0,0,120,107,125,62,66,72,3,11,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu1201",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,119,119,0,0,0,0,0,0,33,109,63,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu1203",0,0,3,0,0,0,0,0,0,0,0,0,0,6,7,0,0,0,0,0,0,0,0,0,0,46,32,36,10,16,8,0,4,4,0,0,0,0,0,0,0,110,150,112,23,17,14,12,0,3,8,9,0,0,3,0,0,0,0,88,171,73
"Zotu1205",0,0,0,68,141,77,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,10,10,9,4,4,0,31,43,39,6,23,10,0,0,0,0,0,0,0,0,4,3,14,16,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu1206",6,12,7,0,0,0,0,0,0,0,73,55,41,0,0,0,0,0,0,0,0,0,43,51,44,34,28,31,0,0,0,136,242,104,0,0,0,0,0,0,0,120,144,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu1207",0,0,0,195,260,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu1208",6,9,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,23,17,12,0,0,0,0,0,0,20,0,3,0,76,85,116,0,0,0,0,0,0,70,73,56,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu121",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7753,8924,8411,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu1210",22,20,27,6,5,10,0,0,0,0,0,0,0,0,5,0,14,9,13,0,8,6,5,11,7,21,15,30,18,29,24,12,8,19,6,12,6,4,0,3,0,0,0,0,0,0,0,13,6,23,24,16,26,18,11,9,0,0,8,14,23,11
"Zotu1211",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,5,200,212,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu1213",217,248,244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu1214",75,99,113,0,0,0,0,0,0,0,0,0,0,30,9,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,64,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu1218",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,271,0,0,0,0,0,0,414,485,476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu1223",0,0,0,14,25,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167,243,280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu1224",0,0,0,0,0,0,0,0,0,0,16,26,12,116,72,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,39,78,24,16,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu1226",0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,7,4,8,0,0,0,0,0,0,3,4,5,6,22,24,0,0,0,0,0,0,0,0,0,0,6,4,4,3,7,7,9,7,0,3,15,11,6,5,4,0,0,0,88,169,115
"Zotu1227",0,0,0,15,16,5,0,0,0,0,0,0,0,0,0,0,37,14,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,53,71,41,56,59,9,13,9,0,0,0,23,114,37
"Zotu1228",0,0,0,0,0,0,0,0,0,0,0,0,0,141,118,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,28,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu1229",0,5,6,0,0,0,0,0,0,0,11,23,13,177,112,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,9,6,0,3,4,0,3,0,0,0,5,6,17,21,21,0,0,0,0,0,0,0,0,0,0,0,0,48,71,33
"Zotu123",0,0,0,4,11,0,0,0,0,7,3433,3504,2883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5124,5322,5274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu1230",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,66,61,55,39,46,51,0,7,7,0,0,0,0,0,0,0,96,72,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu1232",5,0,4,37,33,24,0,0,0,0,11,7,6,5,3,5,21,15,12,6,7,8,4,0,0,20,18,26,10,9,8,8,10,4,0,0,0,0,19,14,18,11,13,13,3,4,0,77,65,53,33,39,51,10,9,7,3,18,13,43,51,20
"Zotu1233",0,0,0,0,0,0,0,0,0,0,165,166,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,71,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu1234",0,0,0,0,0,0,0,0,0,0,0,0,0,241,198,185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu1235",0,0,0,3,0,0,0,0,0,0,32,24,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,105,95,89,66,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu1236",0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,5,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,110,126,35,54,52,0,0,0,0,0,0,0,0,0,11,18,18,0,0,0
"Zotu1237",3,0,0,0,0,0,0,0,0,0,0,0,0,43,32,38,0,3,0,0,0,0,0,0,0,0,4,0,0,0,3,0,5,3,0,5,5,0,10,7,8,0,0,0,0,0,0,28,22,24,22,28,21,7,5,9,6,4,6,162,480,155
"Zotu1238",0,0,0,84,92,83,0,0,0,0,76,81,53,166,115,117,0,0,0,0,4,0,0,0,0,0,0,0,6,13,14,4,5,0,0,0,3,0,4,4,9,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0
"Zotu1239",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,5,0,0,39,35,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,134,164,25,37,22,0,0,0,0,0,0
"Zotu124",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,303,234,319,0,0,0,0,0,0,4828,4372,4244,437,477,457,184,183,181,1826,2408,2430,72,157,21
"Zotu1241",0,0,0,119,125,107,0,0,0,0,0,0,0,7,0,0,3,0,0,0,0,0,0,0,0,3,0,3,4,8,9,0,0,0,0,0,0,3,3,4,0,0,6,0,0,0,0,0,0,0,46,81,50,0,0,0,3,0,3,0,0,0
"Zotu1242",11,13,41,12,31,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,0,0,0,0,0,0,153,89,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu1245",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148,0
"Zotu1246",0,0,0,37,15,30,0,0,0,0,6,0,0,0,0,0,13,0,9,4,0,7,0,4,3,25,24,29,41,48,55,11,18,17,0,0,0,27,20,5,10,0,0,0,11,21,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu1247",0,0,0,163,166,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,22,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu1248",0,0,0,162,227,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu1249",0,0,0,180,258,154,0,0,0,0,0,0,0,0,0,0,26,27,10,0,0,0,0,0,0,5,4,0,26,33,21,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,8,6,4,8,12,0,0,0,5,26,5
"Zotu125",0,0,0,11392,13044,11142,0,0,0,0,0,0,0,0,0,0,112,79,77,41,51,59,0,4,5,37,33,34,248,322,305,79,130,77,0,0,0,0,0,0,7,0,0,0,0,0,0,42,48,48,385,389,422,11,14,11,18,20,25,38,92,46
"Zotu1251",0,3,0,0,0,0,0,0,0,0,13,14,17,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,9,6,4,5,184,194,181,11,18,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu1258",76,127,95,0,0,0,8,8,8,1276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,14,19,0,0,0,0,0,0,0,0,0,0,0,0,0,182,175,153,4,0,0,0,0,0,227,243,194,0,0,0
"Zotu1261",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10,0,0,0,3,0,0,0,103,303,116
"Zotu1262",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,213,282,203,4,16,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu1263",0,0,0,0,0,0,258,227,155,299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu1264",0,0,0,217,212,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,12,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu1266",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181,162,186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu1267",0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,16,7,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,196,172,179,0,0,0,0,0,0
"Zotu1268",0,0,0,0,0,0,0,0,0,0,255,300,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
